<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Sirjan.Jahan.Steel,20211018,6049.00,6150.00,5920.00,5990.00,341057316078,56933460,17773,D,6164.00,6008.00
Sirjan.Jahan.Steel,20211017,6350.00,6350.00,6055.00,6164.00,578456673988,93845798,21540,D,6322.00,6220.00
Sirjan.Jahan.Steel,20211016,6270.00,6461.00,6230.00,6322.00,472707794547,74774235,20602,D,6206.00,6330.00
Sirjan.Jahan.Steel,20211013,6229.00,6362.00,6100.00,6206.00,489898709230,78936229,25612,D,6084.00,6180.00
Sirjan.Jahan.Steel,20211012,5932.00,6229.00,5710.00,6084.00,1391632602325,228733098,37363,D,5933.00,6229.00
Sirjan.Jahan.Steel,20211011,5800.00,6089.00,5800.00,5933.00,440340013772,74216171,26174,D,5876.00,5878.00
Sirjan.Jahan.Steel,20211010,5931.00,6078.00,5858.00,5876.00,785037249635,133596004,48126,D,6166.00,5858.00
Sirjan.Jahan.Steel,20211009,6360.00,6361.00,6139.00,6166.00,628425567769,101920503,36393,D,6462.00,6139.00
Sirjan.Jahan.Steel,20211006,6550.00,6550.00,6380.00,6462.00,837347766606,129579600,50984,D,6527.00,6415.00
Sirjan.Jahan.Steel,20211004,6670.00,6670.00,6430.00,6527.00,828519259954,126930732,49825,D,6660.00,6553.00
Sirjan.Jahan.Steel,20211003,6665.00,6700.00,6500.00,6660.00,1278506974159,191981457,55013,D,6661.00,6662.00
Sirjan.Jahan.Steel,20211002,6780.00,6780.00,6550.00,6661.00,1323385723118,198690333,68998,D,6689.00,6665.00
Sirjan.Jahan.Steel,20210929,6660.00,6859.00,6500.00,6689.00,1195535337168,178726403,70643,D,6655.00,6728.00
Sirjan.Jahan.Steel,20210928,6660.00,6836.00,6512.00,6655.00,1131251867728,169979838,85077,D,6512.00,6630.00
Sirjan.Jahan.Steel,20210926,6540.00,6750.00,6372.00,6512.00,2270147634198,348622189,164599,D,6707.00,6650.00
Sirjan.Jahan.Steel,20210925,6855.00,7150.00,6620.00,6707.00,3790181992571,565084203,294711,D,6968.00,6620.00
Sirjan.Jahan.Steel,20210922,7200.00,7313.00,6948.00,6968.00,6794764383847,975075189,566710,D,7313.00,6949.00
Sirjan.Jahan.Steel,20210921,7410.00,7410.00,6706.00,7313.00,8753091095065,1196913907,774834,D,7058.00,7151.00
Sirjan.Jahan.Steel,20210920,7058.00,7058.00,7058.00,7058.00,332939884246,47171987,32042,D,6722.00,7058.00
Sirjan.Jahan.Steel,20210919,6722.00,6722.00,6722.00,6722.00,177298927518,26375919,15642,D,6402.00,6722.00
Sirjan.Jahan.Steel,20210918,6402.00,6402.00,6402.00,6402.00,112350477756,17549278,11066,D,6098.00,6402.00
Sirjan.Jahan.Steel,20210915,6098.00,6098.00,6098.00,6098.00,190682862324,31269738,29236,D,5808.00,6098.00
Sirjan.Jahan.Steel,20210914,5957.00,5957.00,5957.00,5808.00,45287163208,7602344,7590,D,5674.00,5957.00
Sirjan.Jahan.Steel,20210913,5852.00,5852.00,5852.00,5674.00,33662231372,5752261,5213,D,5574.00,5852.00
Sirjan.Jahan.Steel,20210912,5775.00,5775.00,5775.00,5574.00,24780132300,4290932,3741,D,5500.00,5775.00
Sirjan.Jahan.Steel,20210911,5500.00,5500.00,5500.00,5500.00,21999319496000,3999876272,3037246,D,1000.00,5500.00
