<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Sepid.Farab.Kavir,20220413,3700.00,3890.00,3650.00,3823.00,33167120403,8681006,778,D,3838.00,3890.00
Sepid.Farab.Kavir,20220412,3854.00,4000.00,3825.00,3838.00,45343979263,11813853,902,D,4026.00,3825.00
Sepid.Farab.Kavir,20220411,4023.00,4080.00,3999.00,4026.00,69619379264,17294248,1136,D,4056.00,4010.00
Sepid.Farab.Kavir,20220410,4090.00,4147.00,4030.00,4056.00,29977225298,7376384,760,D,4033.00,4070.00
Sepid.Farab.Kavir,20220409,4080.00,4098.00,3950.00,4033.00,22382008644,5552565,667,D,4036.00,4070.00
Sepid.Farab.Kavir,20220406,4011.00,4099.00,4000.00,4036.00,24991989931,6182837,778,D,4026.00,4030.00
Sepid.Farab.Kavir,20220405,4010.00,4080.00,3980.00,4026.00,46198854630,11476021,1056,D,4104.00,4029.00
Sepid.Farab.Kavir,20220404,4200.00,4200.00,4029.00,4104.00,35381547560,8635334,924,D,4152.00,4052.00
Sepid.Farab.Kavir,20220403,4028.00,4220.00,4028.00,4152.00,45522704758,10963737,1046,D,4082.00,4158.00
Sepid.Farab.Kavir,20220330,4050.00,4140.00,4040.00,4082.00,43997305582,10777127,799,D,4139.00,4081.00
Sepid.Farab.Kavir,20220329,4200.00,4275.00,4039.00,4139.00,25384938331,6195467,793,D,4209.00,4068.00
Sepid.Farab.Kavir,20220328,4190.00,4300.00,4122.00,4209.00,29508842009,6983303,610,D,4171.00,4231.00
Sepid.Farab.Kavir,20220327,4198.00,4219.00,4115.00,4171.00,33718176504,8070043,585,D,4140.00,4156.00
Sepid.Farab.Kavir,20220326,4040.00,4260.00,4000.00,4140.00,125892154576,30408003,1330,D,4069.00,4190.00
Sepid.Farab.Kavir,20220319,4050.00,4127.00,4000.00,4069.00,27521393603,6758596,652,D,4064.00,4071.00
Sepid.Farab.Kavir,20220316,3999.00,4130.00,3926.00,4064.00,43253533772,10642008,652,D,3938.00,4065.00
Sepid.Farab.Kavir,20220315,3947.00,4010.00,3836.00,3938.00,52378862970,13302449,600,D,3947.00,4000.00
Sepid.Farab.Kavir,20220314,3930.00,4057.00,3860.00,3947.00,25253388823,6425470,672,D,3979.00,3873.00
Sepid.Farab.Kavir,20220313,3898.00,4069.00,3761.00,3979.00,43639960497,10967338,850,D,3881.00,4008.00
Sepid.Farab.Kavir,20220312,3950.00,3950.00,3772.00,3881.00,28806295777,7455574,623,D,3931.00,3905.00
Sepid.Farab.Kavir,20220309,3990.00,3990.00,3900.00,3931.00,43940455531,11178751,735,D,3877.00,3980.00
Sepid.Farab.Kavir,20220308,3859.00,3964.00,3746.00,3877.00,73514230067,18962309,1304,D,3816.00,3910.00
Sepid.Farab.Kavir,20220307,3760.00,3818.00,3735.00,3816.00,97186142201,25465899,758,D,3637.00,3818.00
Sepid.Farab.Kavir,20220306,3510.00,3744.00,3510.00,3637.00,34364448387,9440064,893,D,3568.00,3700.00
Sepid.Farab.Kavir,20220305,3510.00,3615.00,3503.00,3568.00,15503211509,4358243,530,D,3577.00,3550.00
Sepid.Farab.Kavir,20220302,3550.00,3630.00,3530.00,3577.00,9832852266,2749830,395,D,3577.00,3539.00
Sepid.Farab.Kavir,20220228,3580.00,3657.00,3520.00,3577.00,26212855241,7361588,578,D,3624.00,3550.00
Sepid.Farab.Kavir,20220227,3630.00,3698.00,3568.00,3624.00,29567540160,8220929,714,D,3755.00,3593.00
Sepid.Farab.Kavir,20220226,3672.00,3776.00,3655.00,3755.00,11944753352,3231032,464,D,3783.00,3655.00
Sepid.Farab.Kavir,20220223,3710.00,3835.00,3710.00,3783.00,29716618639,7813928,714,D,3709.00,3814.00
Sepid.Farab.Kavir,20220222,3650.00,3800.00,3650.00,3709.00,26733245148,7188257,658,D,3683.00,3756.00
Sepid.Farab.Kavir,20220221,3680.00,3750.00,3570.00,3683.00,28952920340,7885145,661,D,3728.00,3650.00
Sepid.Farab.Kavir,20220220,3748.00,3798.00,3674.00,3728.00,30683651346,8292527,858,D,3867.00,3677.00
Sepid.Farab.Kavir,20220219,3890.00,3960.00,3740.00,3867.00,53996655094,13965215,1131,D,3872.00,3800.00
Sepid.Farab.Kavir,20220216,3750.00,3902.00,3635.00,3872.00,101104704034,26111555,1256,D,3717.00,3902.00
Sepid.Farab.Kavir,20220214,3660.00,3774.00,3582.00,3717.00,51089012418,13745442,1869,D,3755.00,3718.00
Sepid.Farab.Kavir,20220213,3807.00,3807.00,3552.00,3755.00,160242894716,42679086,1830,D,3626.00,3660.00
Sepid.Farab.Kavir,20220212,3644.00,3644.00,3644.00,3626.00,32511454616,8921914,261,D,3471.00,3644.00
Sepid.Farab.Kavir,20220209,3310.00,3555.00,3245.00,3471.00,47014839727,13545768,903,D,3386.00,3555.00
Sepid.Farab.Kavir,20220208,3300.00,3449.00,3282.00,3386.00,13897814313,4170512,616,D,3425.00,3312.00
Sepid.Farab.Kavir,20220207,3378.00,3487.00,3378.00,3425.00,25809929655,7622461,673,D,3555.00,3378.00
